C,gamma,mean_auc,std_across_runs,n_runs
0.5,1.0,0.9312731536007195,0.0020201276124796044,10
1.0,1.0,0.9294390672177133,0.0023826989456614558,10
5.0,0.1,0.9290174843144392,0.001536168401765059,10
5.0,0.05,0.9289258870639628,0.0014667953116205275,10
10.0,0.05,0.9288542581211588,0.0013408813478306377,10
2.0,0.1,0.9288061842866014,0.0016309175348308282,10
10.0,0.1,0.9274897749416476,0.002178555777164461,10
0.1,1.0,0.9271888048994625,0.0017692164370875709,10
1.0,0.1,0.9266214479967451,0.001561192581894925,10
2.0,0.05,0.9265479988864858,0.001588775985347694,10
10.0,0.01,0.9264184457911304,0.0015355814643575837,10
2.0,1.0,0.9261421015439304,0.0022872699440099646,10
0.5,0.1,0.9230864686609991,0.0014925688934930863,10
1.0,0.05,0.9228672455512965,0.0015803314588610988,10
5.0,0.01,0.9227872117175956,0.0016209628157715806,10
5.0,1.0,0.9218644938863788,0.0025325236386480325,10
0.5,0.05,0.9187073599006403,0.0016424809220045868,10
10.0,1.0,0.9179094841431293,0.0033885298678272835,10
0.01,1.0,0.917311344996681,0.00197214830556296,10
2.0,0.01,0.9167838711749716,0.001688647789219612,10
0.1,0.1,0.9134467547484956,0.0013990548893108134,10
0.1,0.05,0.9134426861388893,0.0015848834433706625,10
0.5,0.01,0.9132102935823037,0.0015735966658088935,10
5.0,0.001,0.913101297672327,0.001440765044381339,10
1.0,0.01,0.9128370521852716,0.001352473738499869,10
10.0,0.001,0.9127495770787384,0.0013320792728430042,10
0.1,0.01,0.323799438960149,0.05660307727736624,10
2.0,0.001,0.15233859397417504,0.08484383101892277,10
1.0,0.001,0.13566500353326622,0.04328071207520885,10
0.01,0.1,0.09496456026895651,0.024578658317867118,10
0.01,0.001,0.08681492109038738,0.0015103758686484184,10
0.1,0.001,0.08681492109038738,0.0015103758686484184,10
0.5,0.001,0.08681492109038738,0.0015103758686484184,10
0.01,0.01,0.08678611961712243,0.0015362227062490905,10
0.01,0.05,0.08653193858540868,0.001580069756730814,10
