C,gamma,mean_auc,std_across_runs,n_runs
0.5,1.0,0.9303010084427766,0.0026744141979584807,10
5.0,0.1,0.9289430698874297,0.00234046259861433,10
1.0,1.0,0.9289294676360225,0.00296093877140559,10
10.0,0.05,0.9287868198874296,0.0024057538209850764,10
5.0,0.05,0.9287375117260789,0.00275587410377915,10
2.0,0.1,0.9284864563789869,0.002661488391977826,10
0.1,1.0,0.9270977954971859,0.0021307678738370544,10
10.0,0.1,0.9268541862101314,0.002303662853441151,10
1.0,0.1,0.9266139774859287,0.0021578527049086597,10
2.0,0.05,0.9265383442776736,0.0021286126404925837,10
10.0,0.01,0.9263562382739211,0.002057717590344496,10
2.0,1.0,0.9261142706378986,0.002568772406059615,10
0.5,0.1,0.9228661468105066,0.0024794365184575952,10
5.0,0.01,0.9226298663227016,0.0023753295350108063,10
1.0,0.05,0.9226121013133209,0.0024474845780045732,10
5.0,1.0,0.9222419676360225,0.0029118095003545013,10
10.0,1.0,0.9184812382739211,0.0033518163802635278,10
0.5,0.05,0.9182949695121951,0.0022487352221798786,10
0.01,1.0,0.916736690900563,0.0019786247510275483,10
2.0,0.01,0.9163737101313322,0.002054976490882259,10
0.1,0.05,0.9134510436210131,0.0022583864498940277,10
0.1,0.1,0.913328799249531,0.0022688890035142267,10
0.5,0.01,0.913028846153846,0.002133461422827937,10
5.0,0.001,0.9128857879924952,0.0019283228288559198,10
1.0,0.01,0.9127930347091933,0.0023659993731026674,10
10.0,0.001,0.9127661233583491,0.0023455719523453682,10
2.0,0.001,0.49262664165103187,0.08859906658765115,10
0.1,0.01,0.08925879455909944,0.0052510448207007,10
1.0,0.001,0.08844934333958725,0.0034828924713847485,10
0.01,0.1,0.0872704033771107,0.0032950791360318765,10
0.01,0.001,0.0869484052532833,0.0022604377913566093,10
0.1,0.001,0.0869484052532833,0.0022604377913566093,10
0.5,0.001,0.0869484052532833,0.0022604377913566093,10
0.01,0.01,0.08688731238273921,0.0022502854928802152,10
0.01,0.05,0.08656801125703564,0.0022409609217393504,10
