C,gamma,mean_auc,std_across_runs,n_runs
0.5,1.0,0.928793673805869,0.0023751321091007448,10
0.1,1.0,0.9272127750298482,0.0013540593193335363,10
1.0,1.0,0.9269877317804147,0.002867798522646745,10
2.0,0.1,0.9265973762010347,0.001954512927816689,10
5.0,0.05,0.9263159076695662,0.002031753407537984,10
5.0,0.1,0.9263145929273978,0.002801407516760723,10
10.0,0.05,0.9259174605881922,0.002889886946544943,10
1.0,0.1,0.9254847743719695,0.0015429441485389802,10
2.0,0.05,0.9252993997872047,0.0016241165858949366,10
2.0,1.0,0.9251267167791559,0.0033753158522093624,10
10.0,0.01,0.9251055347091933,0.0017226919783631767,10
10.0,0.1,0.9250335294786515,0.0030380436161817907,10
0.5,0.1,0.9234403990318626,0.0009755930987869575,10
1.0,0.05,0.9232524447097618,0.0010620556467230999,10
5.0,0.01,0.9229815326949474,0.0010942113644427293,10
5.0,1.0,0.9213505153383202,0.0045336824348383205,10
0.01,1.0,0.9212710744540014,0.0012908114799275638,10
0.5,0.05,0.9203625338076558,0.0009574701834132488,10
2.0,0.01,0.9191725885902715,0.001082030498310947,10
0.1,0.1,0.9179589231906305,0.0017397928520410156,10
0.1,0.05,0.9179568642739374,0.0017542344893035277,10
10.0,1.0,0.9178334328273353,0.0050148269960718864,10
5.0,0.001,0.9178162081820618,0.0018983104003524826,10
0.5,0.01,0.9177775781129439,0.00196770991465257,10
1.0,0.01,0.9173211950650975,0.0018011143287457938,10
10.0,0.001,0.9172896128261983,0.0018128079208380038,10
2.0,0.001,0.6066154617739984,0.07594309795811079,10
1.0,0.001,0.0971820659015781,0.014921411799063476,10
0.1,0.01,0.09449264759630613,0.013261279548780786,10
0.01,0.001,0.08231652493847616,0.0019288629147082355,10
0.1,0.001,0.08231652493847616,0.0019288629147082355,10
0.5,0.001,0.08231652493847616,0.0019288629147082355,10
0.01,0.01,0.08226625610162196,0.0019076367688370338,10
0.01,0.05,0.08206987727719436,0.0017740968389410295,10
0.01,0.1,0.08187341114170384,0.0016117745259949863,10
