C,gamma,mean_auc,std_across_runs,n_runs
0.5,1.0,0.934224803200413,0.0028963669331826757,10
1.0,1.0,0.9341419538004905,0.002916562976504114,10
2.0,1.0,0.9335716866692477,0.003571250798666314,10
5.0,1.0,0.9319956123370758,0.004312332203115497,10
10.0,1.0,0.9299399922570654,0.004579782440042455,10
0.1,1.0,0.9296657633243,0.0025107236171672364,10
10.0,0.1,0.9290123886953155,0.0032339873613048097,10
5.0,0.1,0.9287924893534649,0.0029291939599801558,10
10.0,0.05,0.9282551296941541,0.003156322730437144,10
2.0,0.1,0.9271642792618403,0.0034351663333073556,10
5.0,0.05,0.9270136791844109,0.0034801689997902875,10
1.0,0.1,0.9247991998967608,0.0025373179064768327,10
2.0,0.05,0.9243012001548587,0.0027694977720575725,10
10.0,0.01,0.9237931345980126,0.0028360859786612266,10
0.01,1.0,0.9234963221060782,0.0017096123938363872,10
0.5,0.1,0.9220603948896631,0.0024399156738948414,10
1.0,0.05,0.9215443283004259,0.0026186609789666656,10
5.0,0.01,0.9211663440443928,0.0028089980486524697,10
0.5,0.05,0.9188855336172409,0.002414341908923568,10
0.1,0.1,0.9183237837140277,0.002165382803563874,10
0.5,0.01,0.9178993418505614,0.0020918980645567393,10
0.1,0.05,0.9178986966060136,0.0022566936508927565,10
2.0,0.01,0.9177890050329076,0.00209373795148089,10
5.0,0.001,0.917787456445993,0.0019498581108627294,10
1.0,0.01,0.9174885791715062,0.0020766755079862573,10
10.0,0.001,0.9173921796360821,0.0021395097376680815,10
2.0,0.001,0.5383290747193186,0.026710373311209665,10
1.0,0.001,0.12687933926958317,0.07218630018100844,10
0.1,0.01,0.12682513872757775,0.07222285594941973,10
0.01,0.001,0.08226558265582656,0.0020480895598908844,10
0.1,0.001,0.08226558265582656,0.0020480895598908844,10
0.5,0.001,0.08226558265582656,0.0020480895598908844,10
0.01,0.01,0.08221138211382115,0.0020448901970668595,10
0.01,0.05,0.08197573880500711,0.002057919096315306,10
0.01,0.1,0.08161311136920893,0.002012732412034213,10
