C,gamma,mean_auc,std_across_runs,n_runs
0.5,1.0,0.9335584475887064,0.0016901338901382178,10
5.0,0.1,0.9322349769769511,0.0020388964993199674,10
5.0,0.05,0.9321670041660756,0.0019296593140986193,10
10.0,0.05,0.932095677857889,0.0019729388319846227,10
1.0,1.0,0.9320914214959177,0.001375465876711149,10
2.0,0.1,0.9316468896312443,0.0017161035800327684,10
10.0,0.1,0.9306055642259226,0.0018245200330524016,10
0.1,1.0,0.9303579213475899,0.0011972722192935587,10
1.0,0.1,0.9298106563826082,0.0015080575565001684,10
2.0,0.05,0.9296744527995253,0.001513801365326564,10
10.0,0.01,0.9295316712024867,0.001662132381275196,10
2.0,1.0,0.9294923320994183,0.0019447715500845138,10
1.0,0.05,0.9266824882950045,0.0012008214357668646,10
5.0,0.01,0.9266667526537772,0.0011504442759235674,10
0.5,0.1,0.926623415150069,0.0013835974312846415,10
5.0,1.0,0.9249932285150455,0.003316186938611968,10
0.5,0.05,0.9221859643239478,0.0011300198239213707,10
10.0,1.0,0.9219907520862624,0.0036933254500359797,10
0.01,1.0,0.9210346829010332,0.001534548846783925,10
2.0,0.01,0.9205528111336111,0.0012849923982418997,10
0.1,0.1,0.9174686254530446,0.0010793549303468077,10
0.1,0.05,0.9172929537862275,0.0012142793048777,10
0.5,0.01,0.9171579110291367,0.0013059889248055994,10
5.0,0.001,0.9171339206252982,0.0012010807289431764,10
1.0,0.01,0.9168954353742373,0.0013366841948067596,10
10.0,0.001,0.9167843830209852,0.0012960601663632209,10
2.0,0.001,0.1939913067031252,0.07658455513116608,10
0.01,0.1,0.10031058544324205,0.025750330520709106,10
0.01,0.001,0.08289767963782228,0.0011916034707018755,10
0.1,0.001,0.08289767963782228,0.0011916034707018755,10
0.5,0.001,0.08289767963782228,0.0011916034707018755,10
1.0,0.001,0.08289767963782228,0.0011916034707018755,10
0.01,0.01,0.08286988430434278,0.0012152801287687396,10
0.1,0.01,0.08286595039403594,0.0012216194573385138,10
0.01,0.05,0.08257987127729553,0.0012147453002670872,10
