Label,Model_pkl,Sensitivity,Specificity,TP,FN,TN,FP,Positive_peptides,Negative_peptides,Total_peptides,Accuracy,F1-score,ROC-AUC
setA_FRK,setA_FRK_FinalDeploy_C0.5_g1.0_selAUC0.9331.pkl,0.7492625368731564,0.7693877551020408,1016,340,1131,339,1356,1470,2826,0.76,0.75,0.842
setA_FRK,setA_FRK_FinalDeploy_C0.5_g1.0_selAUC0.9331.pkl,0.7492625368731564,0.7693877551020408,1016,340,1131,339,1356,1470,2826,0.76,0.75,0.842
