Label,Model_pkl,Sensitivity,Specificity,TP,FN,TN,FP,Positive_peptides,Negative_peptides,Total_peptides,Accuracy,F1-score,ROC-AUC
setF7,setF7_FinalDeploy_C0.5_g1.0_selAUC0.9304.pkl,0.7596006144393241,0.7721088435374149,989,313,1135,335,1302,1470,2772,0.766,0.753,0.848
