dataset,label,n_total_in_group,n_unique_novel_in_group,binder_fraction,sd,n_iter,sample_frac
case7_txt,__ALL__,150,146,0.5068840579710145,0.010090693543968,10000,0.95
case7_txt,group1,150,146,0.5069152173913044,0.009972161181746932,10000,0.95
case7_csv,__ALL__,150,146,0.5067449275362319,0.009957406032076246,10000,0.95
case7_csv,group1,150,146,0.5068384057971014,0.009979316748150856,10000,0.95
