run_id,pkl,cv_auc,best_C,best_gamma
7,setF3_run7_auc0.9590_C2_g1.pkl,0.9589601879736571,2,1
6,setF3_run6_auc0.9580_C5_g1.pkl,0.9580059789743081,5,1
5,setF3_run5_auc0.9578_C5_g1.pkl,0.9578383029420525,5,1
10,setF3_run10_auc0.9575_C5_g1.pkl,0.9574941258232121,5,1
2,setF3_run2_auc0.9569_C5_g1.pkl,0.9569282192143496,5,1
1,setF3_run1_auc0.9565_C5_g1.pkl,0.9565454324828189,5,1
9,setF3_run9_auc0.9564_C5_g1.pkl,0.9564086441407156,5,1
8,setF3_run8_auc0.9557_C5_g1.pkl,0.955714774244079,5,1
3,setF3_run3_auc0.9548_C5_g1.pkl,0.9548455063926488,5,1
4,setF3_run4_auc0.9530_C2_g1.pkl,0.9529514291072354,2,1
