run_id,pkl,cv_auc,best_C,best_gamma
10,setF6_run10_auc0.9601_C10_g1.pkl,0.9601393728222997,10,1
7,setF6_run7_auc0.9596_C5_g1.pkl,0.9595818815331011,5,1
1,setF6_run1_auc0.9592_C5_g1.pkl,0.9592334494773519,5,1
9,setF6_run9_auc0.9586_C5_g1.pkl,0.9586062717770035,5,1
2,setF6_run2_auc0.9585_C5_g1.pkl,0.9584668989547037,5,1
5,setF6_run5_auc0.9580_C5_g1.pkl,0.957979094076655,5,1
8,setF6_run8_auc0.9572_C10_g1.pkl,0.957212543554007,10,1
3,setF6_run3_auc0.9567_C5_g1.pkl,0.9567247386759583,5,1
4,setF6_run4_auc0.9560_C2_g1.pkl,0.9559581881533102,2,1
6,setF6_run6_auc0.9550_C2_g1.pkl,0.9549825783972127,2,1
