run_id,pkl,cv_auc,best_C,best_gamma
5,setF4_run5_auc0.9601_C2_g1.pkl,0.9601479689072571,2,1
4,setF4_run4_auc0.9596_C5_g1.pkl,0.9595676566950043,5,1
7,setF4_run7_auc0.9591_C5_g1.pkl,0.9590740701085675,5,1
1,setF4_run1_auc0.9585_C5_g1.pkl,0.9585130302576073,5,1
3,setF4_run3_auc0.9577_C2_g1.pkl,0.9577014497098439,2,1
6,setF4_run6_auc0.9569_C5_g1.pkl,0.9568652433670957,5,1
8,setF4_run8_auc0.9558_C10_g1.pkl,0.9558052634960064,10,1
9,setF4_run9_auc0.9557_C2_g1.pkl,0.9557078310028052,2,1
10,setF4_run10_auc0.9547_C5_g1.pkl,0.9547452836249171,5,1
2,setF4_run2_auc0.9539_C5_g1.pkl,0.9538726739330606,5,1
