run_id,pkl,cv_auc,best_C,best_gamma
1,setF5_run1_auc0.9586_C5_g1.pkl,0.9586405505998794,5,1
5,setF5_run5_auc0.9578_C2_g1.pkl,0.9577672426340632,2,1
3,setF5_run3_auc0.9578_C5_g1.pkl,0.9577558064583205,5,1
4,setF5_run4_auc0.9571_C10_g1.pkl,0.9571060237456595,10,1
9,setF5_run9_auc0.9568_C5_g1.pkl,0.9568471503129352,5,1
2,setF5_run2_auc0.9561_C2_g1.pkl,0.9561422660262409,2,1
10,setF5_run10_auc0.9549_C2_g1.pkl,0.9549362693115422,2,1
7,setF5_run7_auc0.9545_C5_g1.pkl,0.9545256066371406,5,1
8,setF5_run8_auc0.9545_C2_g1.pkl,0.9544559499303433,2,1
6,setF5_run6_auc0.9526_C2_g1.pkl,0.9525720998897969,2,1
