run_id,pkl,cv_auc,best_C,best_gamma
3,setF1_run3_auc0.9570_C2_g1.pkl,0.9569828799249531,2,1.0
5,setF1_run5_auc0.9559_C10_g1.pkl,0.9559298780487806,10,1.0
9,setF1_run9_auc0.9555_C5_g1.pkl,0.9554795966228893,5,1.0
10,setF1_run10_auc0.9555_C2_g1.pkl,0.9554561444652908,2,1.0
2,setF1_run2_auc0.9551_C5_g1.pkl,0.955111397748593,5,1.0
4,setF1_run4_auc0.9543_C5_g1.pkl,0.9543456848030019,5,1.0
7,setF1_run7_auc0.9541_C5_g1.pkl,0.9541428236397749,5,1.0
1,setF1_run1_auc0.9528_C5_g1.pkl,0.9527849437148218,5,1.0
8,setF1_run8_auc0.9528_C10_g0.1.pkl,0.952783771106942,10,0.1
6,setF1_run6_auc0.9521_C10_g0.1.pkl,0.9520977954971859,10,0.1
